Transformed_Feature,Coefficient,Absolute_Coefficient
numeric__GRS,0.2502723313852716,0.2502723313852716
numeric__GCM,0.21843687198479894,0.21843687198479894
numeric__GTD,0.13537498760938266,0.13537498760938266
numeric__GEE,0.07906659690583831,0.07906659690583831
numeric__GPA,-0.030779640186476928,0.030779640186476928
