Dataset,Model,Feature,Importance_Mean,Importance_Std
ghrm,GEE+ MLPRegressor,GTD,0.2413062987082326,0.026546047460672843
ghrm,GEE+ MLPRegressor,GCM,0.15423972224058724,0.023021822164510736
ghrm,GEE+ MLPRegressor,GRS,0.07398050196136827,0.014366793846513853
ghrm,GEE+ MLPRegressor,GPA,0.04818227412621343,0.02393372160284329
ghrm,GEE+ MLPRegressor,GEE,0.04547972728399323,0.011942853750221175
