mean_fit_time,param_model__C,mean_test_score,std_test_score,rank_test_score,mean_train_score,std_train_score
0.08638612429300944,0.1,0.5712381829463177,0.004756360646473044,1,0.5895527268282862,0.004685266853246699
0.12291590372721355,1.0,0.5689143458675548,0.004895489829663148,2,0.5897806219271443,0.004304960385659871
0.1408848762512207,10.0,0.5687971728350011,0.004602443543663537,3,0.5893249923972836,0.004451260341090565
