Dataset,Model,Feature,Importance_Mean,Importance_Std
job_change,Linear SVM,city_development_index,0.1262939973627574,0.005521713199051055
job_change,Linear SVM,city,0.07450592814089456,0.001305342966958202
job_change,Linear SVM,company_size,0.06522413702635219,0.007372825240401127
job_change,Linear SVM,education_level,0.0173404897833499,0.004388741596551601
job_change,Linear SVM,relevent_experience,0.009543312854682818,0.00391084569175963
job_change,Linear SVM,company_type,0.008234539564152788,0.002618376494994311
job_change,Linear SVM,enrolled_university,0.002072132542563421,0.0031400275925030827
job_change,Linear SVM,training_hours,0.0005147500511404335,0.002256906765564582
job_change,Linear SVM,gender,-9.878034173445016e-05,0.0009787296288481047
job_change,Linear SVM,major_discipline,-0.0006043051926889698,0.0006846911018102289
job_change,Linear SVM,experience,-0.0010258519587952764,0.002097315089204662
job_change,Linear SVM,last_new_job,-0.0012136807466767818,0.003172623262497931
