mean_fit_time,param_model__C,mean_test_score,std_test_score,rank_test_score,mean_train_score,std_train_score
0.013516902923583984,0.1,0.48616063037663554,0.022875765481867257,1,0.5601847851635766,0.01888665570637918
0.017209450403849285,1.0,0.4799181225251477,0.016418363329326904,2,0.5558980480446448,0.016154077237285337
0.01977674166361491,10.0,0.47708920316266495,0.014089695478024664,3,0.5572657463371945,0.020508449834607263
