mean_fit_time,param_model__max_depth,param_model__max_features,param_model__min_samples_leaf,param_model__n_estimators,mean_test_score,std_test_score,rank_test_score,mean_train_score,std_train_score
3.4896456400553384,20,sqrt,2,200,0.5840568982184396,0.007194625812363925,1,0.6606231169481799,0.001184785565077301
5.04001251856486,20,sqrt,2,400,0.5831117030363442,0.006850647665567178,2,0.661597833616705,0.0028786626311941674
10.166308164596558,,sqrt,2,400,0.5815039377151049,0.006181604109241916,3,0.7105467318222868,0.0032056733819938988
6.121288299560547,,sqrt,2,200,0.5789851927252604,0.006524447846906594,4,0.7101538156328465,0.004085097825948247
4.971760829289754,20,sqrt,1,200,0.5657147296973075,0.005125541859790335,5,0.7699321280217241,0.008399950750025479
7.324140628178914,20,sqrt,1,400,0.5656187646340203,0.0038922144584618004,6,0.772805805789251,0.007772204266594432
17.614524284998577,,sqrt,1,400,0.43249957669120453,0.0058502431165154654,7,0.9975857527585105,0.0007184494899221391
8.479594866434732,,sqrt,1,200,0.42854534987861376,0.008442386945405549,8,0.9975857527585105,0.0007184494899221391
