Dataset,Model,Feature,Importance_Mean,Importance_Std
ghrm,GEE+ Decision Tree Regressor,GRS,0.1453060901761773,0.03593417035403599
ghrm,GEE+ Decision Tree Regressor,GCM,0.0672349843967113,0.031889997196791156
ghrm,GEE+ Decision Tree Regressor,GPA,0.026105755087171924,0.02033835701651379
ghrm,GEE+ Decision Tree Regressor,GEE,0.00903671150138119,0.002477120881611317
ghrm,GEE+ Decision Tree Regressor,GTD,-0.04007538662591198,0.006202828642145746
