Dataset,k,Numeric_Features,Inertia_SSE,Silhouette,Davies_Bouldin,Iterations,Silhouette_N
ghrm,2,5,770.6453394430736,0.4363390729459741,0.8610541126829112,4,320
ghrm,3,5,559.7786615835867,0.36464262140269177,0.951359109417429,7,320
ghrm,4,5,446.55499904138094,0.29521429581814784,1.0535974214238504,8,320
ghrm,5,5,401.1612759190735,0.24772361829264505,1.2395758171061428,9,320
ghrm,6,5,367.9599476484462,0.23657772404000302,1.2780090698911626,8,320
ghrm,7,5,342.89133921320115,0.22032261744954637,1.3715452048881327,11,320
