mean_fit_time,param_model__learning_rate_init,param_model__hidden_layer_sizes,param_model__alpha,mean_test_score,std_test_score,rank_test_score,mean_train_score,std_train_score
0.19983086585998536,0.001,"(50, 25)",0.001,-0.5642257424954837,0.06893908744426946,1,-0.5107561149055257,0.059355081134556564
0.0420870304107666,0.01,"(50, 25)",0.001,-0.566268284053703,0.09413850647721007,2,-0.5386950431421763,0.04097677780685065
0.06106777191162109,0.01,"(20,)",0.0001,-0.576714258838868,0.08115949678015612,3,-0.5324645837991412,0.007236273979820927
0.4273847579956055,0.001,"(50,)",0.001,-0.584500070512964,0.1385516437630388,4,-0.5283488652620816,0.01925847930245276
0.3983923435211182,0.001,"(50,)",0.0001,-0.5845735567394572,0.13849695381020027,5,-0.5288091417167717,0.019323025033184046
0.48993730545043945,0.001,"(20,)",0.0001,-0.5918855150409377,0.09560935777904013,6,-0.5249394102818115,0.017364425800433726
0.046970176696777347,0.01,"(50, 25)",0.0001,-0.6026088260524324,0.13177642910996812,7,-0.5863527135387053,0.12216123602113264
0.03832077980041504,0.01,"(50,)",0.001,-0.6734130312097982,0.1491135480848685,8,-0.6031945256361455,0.06215823531778786
