mean_fit_time,param_model__learning_rate_init,param_model__hidden_layer_sizes,param_model__alpha,param_model__activation,mean_test_score,std_test_score,rank_test_score,mean_train_score,std_train_score
0.7001669406890869,0.01,"(50, 50)",0.001,relu,0.517603220675201,0.020930062566402265,1,0.571993588087056,0.008301385971125286
0.47272396087646484,0.01,"(50,)",0.0001,tanh,0.4999152919222467,0.024505448588572842,2,0.5261725903816984,0.027233186492453744
0.36914896965026855,0.01,"(50,)",0.0001,relu,0.494839704006967,0.010694713061969173,3,0.531122106292213,0.017243434159923052
0.8904126485188802,0.001,"(50,)",0.0001,relu,0.4928137105522534,0.026243114639218888,4,0.5478875270157652,0.029603598740193592
0.5847524007161459,0.01,"(100,)",0.001,relu,0.48963311800062187,0.023499836822489163,5,0.5300130868676997,0.04762800738987327
0.9511685371398926,0.001,"(50, 50)",0.0001,tanh,0.4809188268444447,0.0576240366459434,6,0.5077754676307237,0.04931890467208946
0.9451305071512858,0.001,"(100,)",0.001,relu,0.4720484300735925,0.005407605433974627,7,0.5194053632105634,0.009038999282809417
0.6856541633605957,0.001,"(50,)",0.001,tanh,0.46523809567983315,0.006340542760933725,8,0.4828884071514022,0.021540311873047287
