Transformed_Feature,Coefficient,Absolute_Coefficient
numeric__GRS,0.256443588118009,0.256443588118009
numeric__GCM,0.22511942295327272,0.22511942295327272
numeric__GTD,0.11381598016108313,0.11381598016108313
numeric__GPA,0.008238196139018123,0.008238196139018123
