mean_fit_time,param_model__C,param_model__epsilon,mean_test_score,std_test_score,rank_test_score,mean_train_score,std_train_score
0.005727005004882812,1.0,0.2,-0.5319762769119811,0.058009803968354166,1,-0.5169766605967151,0.014611394095005246
0.006727790832519532,1.0,0.1,-0.53221881992922,0.05582144638454209,2,-0.5172192114045422,0.015225667898298142
0.01059103012084961,10.0,0.2,-0.5333066071545491,0.05842295722226216,3,-0.5170539408733252,0.015168013880460986
0.010052108764648437,10.0,0.1,-0.5335239868732592,0.05599030112227065,4,-0.5177914365939762,0.015297636266023965
0.004407453536987305,1.0,0.0,-0.5343004399786058,0.059008970780097855,5,-0.5186965093269731,0.01521302837206746
0.00877842903137207,10.0,0.0,-0.5348215755060266,0.05890384798147428,6,-0.5192500570848331,0.015764233845300638
0.0055908203125,0.1,0.1,-0.5363690493173005,0.06300479754499325,7,-0.5194533642631998,0.01378601713659378
0.006464958190917969,0.1,0.0,-0.5375648362174381,0.05575744476714391,8,-0.5185081717292422,0.014003395597240096
0.004659032821655274,0.1,0.2,-0.5460261168255076,0.06403486278630777,9,-0.5244962893066326,0.012230279867169394
